id_process,text,emotion,preprocessed_result
526,"Bosen liat berita polisi korup, kapan benernya?!",anger,bosan liat berita polisi korup benar
527,Susah banget cari polisi jujur sekarang! Kecewa banget!,anger,susah banget cari polisi jujur kecewa banget
528,"Kalau polisi nggak becus kerja, jangan harap rakyat percaya lagi!",anger,polisi tidak becus kerja jangan harap rakyat percaya
529,"Rakyat butuh keadilan, bukan janji kosong dari polisi!",anger,rakyat butuh adil bukan janji kosong polisi
530,"Ngurus laporan aja ribet, polisi kerja atau enggak sih?",anger,urus lapor aja ribat polisi kerja sih
531,"Kenapa kalau kasus kecil polisi sigap, tapi kalau kasus besar malah lama?!",anger,polisi sigap
532,"Gaji dari pajak rakyat, tapi kerja seenaknya!",anger,gaji pajak rakyat kerja
533,Harus berapa banyak korban dulu sampai polisi bener-bener bertindak?!,anger,korban polisi benar tindak
534,"Jangan cuma garang sama rakyat kecil, yang gede juga ditindak dong!",anger,jangan garang rakyat gede tindak
535,"Banyak oknum, tapi yang bener malah diam! Kecewa berat!",anger,oknum benar diam kecewa berat
536,"Kalau nggak bisa jujur, jangan jadi polisi!",anger,tidak jujur jangan polisi
537,Keamanan buat siapa sih? Kok yang salah malah makin berkuasa?,anger,aman sih salah kuasa
538,"Udah capek berharap, percuma kalau polisi masih gini-gini aja!",anger,udah capek harap polisi begini aja
539,"Dikit-dikit damai, hukum di mana?!",anger,dikit damai hukum
540,"Kinerja buruk tapi bangga seolah nggak ada masalah, parah sih!",anger,kinerja buruk bangga tidak parah sih
541,"Rakyat nggak butuh polisi pencitraan, butuh yang beneran kerja!",fear,rakyat tidak butuh polisi citra butuh benar kerja
542,kenapa polisi memang harus menakutkan sih?,fear,polisi takut sih
543,di mata masyarakat sebenarnya polisi itu menakutkan bukan mengayomi,fear,mata masyarakat polisi takut bukan ayom
544,saya lebih takut polisi karena polisi seperti momok yg menakutkan bagi kami para pemotor,fear,takut polisi polisi momok yang takut motor
545,Ngeri banget Polisi jaman sekarang kok menakutkan,fear,ngeri banget polisi jaman takut
546,"Jujur aja, sekarang kalau ketemu polisi di jalan malah deg-degan.",fear,jujur aja temu polisi jalan deg degan
547,"Bukan rasa aman yang didapat, malah takut kalau ada razia.",fear,bukan aman takut razia
548,"Bahkan kalau nggak salah apa-apa pun, tetap takut kalau harus berurusan sama polisi.",fear,tidak salah takut urus polisi
549,"Gimana nggak takut, kasus bisa tiba-tiba diputarbalikkan?",fear,gimana tidak takut diputarbalikkan
550,"Kalau ada masalah, takut lapor, nanti malah gue yang kena!",fear,takut lapor gue kena
551,"Udah bayar pajak buat gaji mereka, tapi malah bikin rakyat takut.",fear,udah bayar pajak gaji bikin rakyat takut
552,"Takut banget kalau ada kejadian di jalan, mau lapor pun bingung percaya atau nggak.",fear,takut banget jadi jalan lapor bingung percaya tidak
553,Pelayanan publik harus tetap berjalan sesuai prosedur.,netral,layan publik jalan suai prosedur
554,"Setiap tugas pasti ada tantangannya, termasuk di kepolisian.",netral,tugas tantang polisi
555,Semua pihak perlu bekerja sama untuk menjaga keamanan.,netral,jaga aman
556,Proses hukum harus tetap berjalan sesuai aturan yang berlaku.,netral,proses hukum jalan suai atur laku
557,Polisi punya peran besar dalam menertibkan masyarakat.,netral,polisi peran tertib masyarakat
558,Setiap laporan pasti membutuhkan waktu untuk diproses.,netral,lapor butuh proses
559,Semua pihak pasti mengharapkan sistem yang lebih baik.,netral,harap sistem
560,"Polisi juga manusia, pasti ada yang baik dan ada yang kurang.",netral,polisi manusia
561,"Perubahan sistem butuh waktu, nggak bisa instan.",netral,ubah sistem butuh tidak instan
562,Semua lembaga pasti punya tantangan masing-masing.,netral,lembaga tantang
563,Penegakan hukum perlu terus diperbaiki dari waktu ke waktu.,netral,tegak hukum baik
564,Semua profesi pasti ada oknum dan ada yang benar-benar menjalankan tugasnya.,netral,profesi oknum jalan tugas
565,Masyarakat dan kepolisian harus saling mendukung demi keamanan bersama.,netral,masyarakat polisi dukung aman
566,Setiap kasus punya tingkat kesulitan yang berbeda-beda.,netral,tingkat sulit beda beda
567,"Tugas kepolisian nggak mudah, tapi harus tetap profesional.",netral,tugas polisi tidak mudah profesional
568,Setiap kebijakan pasti ada pro dan kontranya.,netral,bijak pro kontra
569,Polisi tetap punya kewajiban untuk melindungi masyarakat.,netral,polisi wajib lindung masyarakat
570,Komunikasi antara masyarakat dan kepolisian harus lebih baik.,netral,komunikasi masyarakat polisi
571,"Setiap kritik pasti ada alasannya, semoga bisa jadi bahan evaluasi.",netral,kritik alas moga bahan evaluasi
572,"Udah banyak kejadian aneh, bikin makin nggak berani macem-macem.",fear,udah jadi aneh bikin tidak berani macem
573,Takut kalau dituduh sesuatu yang nggak kita lakuin.,fear,takut tuduh tidak laku
574,"Kalau ada peraturan baru, takutnya cuma buat nambah beban rakyat.",fear,atur takut tambah beban rakyat
575,Bahkan orang yang udah punya pengacara pun masih bisa kena ancaman.,fear,orang udah acara kena ancam
576,"Takutnya kalau viral baru diproses, kalau nggak, ya ilang aja.",fear,takut viral proses tidak iya ilang aja
577,Ngeri kalau urusan sama polisi malah jadi lebih rumit.,fear,ngeri urus polisi rumit
578,"Banyak kejadian aneh di tahanan, bikin was-was.",fear,jadi aneh tahan bikin was
579,Takut kalau ngelapor malah ditanya ?isa damai nggak??fear,fear,takut lapor isa damai tidak fear
580,"Udah jelas kasus berat, tapi takut kalau akhirnya pelaku bebas.",fear,udah berat takut laku bebas
581,"Kalau lihat lampu strobo di belakang, rasanya udah takut duluan.",fear,lihat lampu strobo udah takut dulu
582,"Takut kalau ada razia, nanti malah kena kasus yang aneh-aneh.",fear,takut razia kena aneh
583,"Banyak kasus salah tangkap, bikin siapa aja bisa kena.",fear,salah tangkap bikin aja kena
584,"Jalan malam aja takut, bukannya merasa aman malah makin waspada.",fear,jalan malam aja takut aman waspada
585,Takut kalau ternyata yang harusnya menegakkan hukum malah bermain di belakang layar.,fear,takut tegak hukum main layar
586,"Bahkan ngerekam kejadian aja bisa kena masalah, serem banget.",fear,rekam jadi aja kena seram banget
587,"Mau pasang kamera di mobil, takut malah dikira cari masalah.",fear,pasang kamera mobil takut cari
588,Lapor kehilangan malah kena biaya tambahan? Makin takut buat lapor.,fear,lapor hilang kena biaya tambah takut lapor
589,Ngeri kalau ditilang tapi nggak tahu hak kita sebagai warga negara.,fear,ngeri tilang tidak hak warga negara
590,"Kalau nggak ada bukti rekaman, takut kejadian bisa dipelintir.",fear,tidak bukti rekam takut jadi pelintir
591,"Udah banyak orang yang jadi korban salah tangkap, makin ngeri.",fear,udah orang korban salah tangkap ngeri
592,Takut kalau hukum bisa dipermainkan seenaknya.,fear,takut hukum main
593,"Lihat berita makin serem, rakyat kecil kayak nggak punya perlindungan.",fear,lihat berita seram rakyat kayak tidak lindung
594,Bahkan kalau punya bukti kuat pun tetap takut kalau kasus bisa hilang begitu aja.,sadness,bukti kuat takut hilang aja
595,"Sedih banget, hukum di negara ini terasa nggak adil sama sekali.",sadness,sedih banget hukum negara tidak adil
596,"Kepercayaan ke polisi makin lama makin hilang, kecewa banget.",sadness,percaya polisi hilang kecewa banget
597,"Harusnya merasa aman, tapi malah was-was kalau ketemu polisi.",sadness,aman was temu polisi
598,"Capek berharap, setiap ada kasus besar ujung-ujungnya menghilang.",sadness,capek harap ujung ujung hilang
599,Kepolisian memiliki tugas utama dalam menjaga ketertiban masyarakat.,netral,polisi milik tugas utama jaga tertib masyarakat
600,Evaluasi berkala terhadap kinerja aparat penting untuk perbaikan sistem.,netral,evaluasi kala kinerja aparat baik sistem
601,Koordinasi dengan pihak terkait dapat meningkatkan efektivitas penegakan hukum.,netral,koordinasi kait tingkat efektivitas tegak hukum
602,Penyuluhan hukum kepada masyarakat dapat membantu dalam pencegahan kejahatan.,netral,suluh hukum masyarakat bantu cegah jahat
603,Teknologi dapat dimanfaatkan untuk meningkatkan efektivitas pelayanan kepolisian.,netral,teknologi manfaat tingkat efektivitas layan polisi
604,"Setiap institusi, termasuk kepolisian, perlu beradaptasi dengan perkembangan zaman.",netral,institusi polisi adaptasi kembang zaman
605,Penegakan hukum yang adil akan menciptakan ketertiban dalam masyarakat.,netral,tegak hukum adil cipta tertib masyarakat
606,Pelayanan publik yang maksimal adalah harapan semua warga terhadap kepolisian.,netral,layan publik maksimal harap warga polisi
607,Transparansi dalam proses hukum dapat meningkatkan kepercayaan masyarakat.,netral,transparansi proses hukum tingkat percaya masyarakat
608,Kepolisian harus selalu mengikuti prosedur dalam setiap tindakan yang dilakukan.,netral,polisi ikut prosedur tindak
609,Program peningkatan kualitas SDM kepolisian dapat membantu profesionalisme kerja.,netral,program tingkat kualitas sdm polisi bantu profesionalisme kerja
610,Respons cepat dalam menangani laporan masyarakat sangat diperlukan.,netral,respons cepat tangan lapor masyarakat
611,Koordinasi antara kepolisian dan masyarakat dapat meningkatkan keamanan bersama.,netral,koordinasi polisi masyarakat tingkat aman
612,Sistem pengaduan masyarakat yang lebih efektif dapat mempermudah penanganan kasus.,netral,sistem adu masyarakat efektif mudah tangan
613,Kepolisian perlu memberikan edukasi tentang hukum agar masyarakat lebih paham.,netral,polisi edukasi hukum masyarakat paham
614,Pembenahan sistem internal akan berdampak pada peningkatan kinerja kepolisian.,netral,benah sistem internal dampak tingkat kinerja polisi
615,Penanganan kasus harus dilakukan secara transparan dan akuntabel.,netral,tangan transparan akuntabel
616,Setiap tindakan aparat harus sesuai dengan hukum yang berlaku.,netral,tindak aparat suai hukum laku
617,Peran kepolisian dalam menjaga ketertiban harus didukung oleh seluruh elemen masyarakat.,netral,peran polisi jaga tertib dukung elemen masyarakat
618,Sedih lihat korban yang nggak dapat keadilan.,sadness,sedih lihat korban tidak adil
619,"Semakin hari, semakin sulit percaya dengan aparat.",sadness,sulit percaya aparat
620,"Andai polisi benar-benar bekerja untuk rakyat, pasti keadaannya lebih baik.",sadness,andai polisi rakyat ada
621,"Kenapa banyak kasus yang cuma dijadikan berita, tapi nggak ada tindak lanjut?",sadness,jadi berita tidak tindak
622,Padahal polisi itu harapan terakhir rakyat untuk mendapatkan keadilan.,sadness,polisi harap rakyat adil
623,"Hukum terasa seperti permainan, yang kuat menang, yang lemah terabaikan.",sadness,hukum main kuat menang lemah abai
624,"Lapor ke polisi malah dianggap bercanda, sakit banget rasanya.",sadness,lapor polisi anggap canda sakit banget
625,Kenapa harus viral dulu baru mau bertindak?,sadness,viral tindak
626,Miris lihat korban kriminal yang akhirnya harus berjuang sendiri.,sadness,miris lihat korban kriminal juang
627,Semua pihak punya peran dalam menjaga ketertiban bersama.,netral,peran jaga tertib
628,Setiap profesi pasti punya tantangan dan tanggung jawabnya masing-masing.,netral,profesi tantang tanggung
629,Selalu ada ruang untuk perbaikan dalam setiap sistem.,netral,ruang baik sistem
630,"Keamanan adalah tanggung jawab bersama, bukan hanya kepolisian.",netral,aman tanggung bukan polisi
631,Evaluasi kinerja itu penting untuk meningkatkan pelayanan.,netral,evaluasi kinerja tingkat layan
632,Semua orang pasti menginginkan keadilan ditegakkan dengan baik.,netral,orang adil tegak
633,Prosedur hukum harus tetap diikuti sesuai aturan yang berlaku.,netral,prosedur hukum ikut suai atur laku
634,Kepolisian tetap harus bekerja sesuai tugas dan fungsinya.,netral,polisi suai tugas fungsi
635,Semua orang berhak mendapatkan pelayanan yang baik dari kepolisian.,netral,orang hak layan polisi
636,Ketertiban masyarakat bisa tercipta kalau semua pihak bekerja sama.,netral,tertib masyarakat cipta
637,Reformasi di institusi mana pun butuh proses dan waktu.,netral,reformasi institusi butuh proses
638,Teknologi bisa membantu kepolisian dalam meningkatkan kinerjanya.,netral,teknologi bantu polisi tingkat kinerja
639,Komunikasi yang baik antara masyarakat dan polisi bisa meningkatkan kepercayaan.,netral,komunikasi masyarakat polisi tingkat percaya
640,Tidak semua masalah bisa langsung selesai dalam waktu singkat.,netral,tidak langsung selesai singkat
641,Penegakan hukum harus berjalan sesuai prinsip keadilan.,netral,tegak hukum jalan suai prinsip adil
642,Semua laporan pasti akan diproses sesuai dengan mekanisme yang ada.,netral,lapor proses suai mekanisme
643,Sinergi antara kepolisian dan masyarakat sangat diperlukan.,netral,sinergi polisi masyarakat
644,Keamanan dan kenyamanan masyarakat harus tetap menjadi prioritas.,netral,aman nyaman masyarakat prioritas
645,Tugas utama kepolisian adalah menjaga ketertiban dan melindungi warga.,netral,tugas utama polisi jaga tertib lindung warga
646,Kritik yang membangun bisa membantu perbaikan sistem yang ada.,netral,kritik bangun bantu baik sistem
647,"Berurusan sama polisi itu kayak main judi, bisa aman bisa celaka.",fear,urus polisi kayak main judi aman celaka
648,Takut kalau ternyata nggak ada keadilan buat rakyat biasa.,fear,takut tidak adil rakyat
649,"Mau rekam kejadian di jalan, tapi takut malah ditangkap.",fear,rekam jadi jalan takut tangkap
650,"Kalau ada masalah, nggak tahu harus lapor atau kabur aja.",fear,tidak lapor kabur aja
651,Bahkan sekadar bertanya pun takut dimarahi.,fear,takut marah
652,Takut kalau ada kejadian terus disuruh ?amai?dengan cara yang nggak bener.,fear,takut jadi suruh amai tidak benar
653,"Sering dengar cerita serem soal polisi, jadi makin takut.",fear,dengar cerita seram polisi takut
654,"Kalau ada polisi datang ke lingkungan, bukannya tenang malah panik.",fear,polisi lingkung tenang panik
655,Takut kalau kena kasus yang bukan salah sendiri.,fear,takut kena bukan salah
656,"Nggak berani komentar banyak, takut jadi bumerang.",fear,tidak berani komentar takut bumerang
657,"Banyak kejadian aneh di tahanan, bikin was-was banget.",fear,jadi aneh tahan bikin was banget
658,"Kalau ditilang, takut malah jadi panjang urusannya.",fear,tilang takut urus
659,Serem kalau ketemu polisi yang mukanya galak.,fear,seram temu polisi muka galak
660,"Kalau ada laporan hilang, takut malah disuruh bayar.",fear,lapor hilang takut suruh bayar
661,"Mau lapor kasus, tapi takut nggak diproses.",fear,lapor takut tidak proses
662,"Kalau ada operasi polisi di jalan, pasti deg-degan sendiri.",fear,operasi polisi jalan deg degan
663,"Nggak tahu mana yang bisa dipercaya, jadi takut berurusan.",fear,tidak percaya takut urus
664,Makin takut kalau lihat berita polisi korupsi.,fear,takut lihat berita polisi korupsi
665,Takut kalau nanti malah jadi korban salah tangkap.,fear,takut korban salah tangkap
666,"Kalau ada polisi patroli, perasaan malah nggak tenang.",fear,polisi patroli rasa tidak tenang
667,"Hukum harusnya melindungi, tapi takutnya malah sebaliknya.",fear,hukum lindung takut
668,Takut kalau ada aturan baru yang malah memberatkan rakyat.,fear,takut atur berat rakyat
669,"Jangan sampai ada kejadian di sekitar kita, takut kena imbas.",fear,jangan jadi takut kena imbas
670,"Kalau lihat polisi ngobrol sama preman, makin bingung harus percaya siapa.",fear,lihat polisi obrol preman bingung percaya
671,"Serem kalau ada polisi bawa senjata, bukannya merasa aman malah tegang.",fear,seram polisi bawa senjata aman tegang
672,"Banyak kejadian yang nggak masuk akal, bikin takut sendiri.",fear,jadi tidak masuk akal bikin takut
673,Nggak ngerti lagi kalau sampai ketemu polisi yang main ancam.,fear,tidak ngerti temu polisi main ancam
674,Takut kalau ada orang yang salah malah dipaksa ngaku.,fear,takut orang salah paksa ngaku
675,"Banyak kasus besar tiba-tiba hilang, serem banget sistemnya.",fear,hilang seram banget sistem
676,"Kalau viral baru diproses, kalau nggak ya dibiarkan, bikin ngeri.",fear,viral proses tidak iya biar bikin ngeri
677,Mau protes tapi takut ada akibatnya.,fear,protes takut akibat
678,Takut kalau ketahuan ngerekam kejadian penting.,fear,takut tahu rekam jadi
679,Kepolisian memiliki peran penting dalam menjaga keamanan dan ketertiban.,netral,polisi milik peran jaga aman tertib
680,Pelayanan yang cepat dan efisien dapat meningkatkan kepercayaan masyarakat.,netral,layan cepat efisien tingkat percaya masyarakat
681,Setiap laporan yang masuk harus diproses sesuai prosedur hukum yang berlaku.,netral,lapor masuk proses suai prosedur hukum laku
682,Koordinasi antara kepolisian dan masyarakat dapat menciptakan lingkungan yang lebih aman.,netral,koordinasi polisi masyarakat cipta lingkung aman
683,Teknologi dapat membantu meningkatkan efektivitas kinerja kepolisian dalam melayani publik.,netral,teknologi bantu tingkat efektivitas kinerja polisi layan publik
684,Sosialisasi aturan hukum kepada masyarakat bisa mencegah pelanggaran sejak dini.,netral,sosialisasi atur hukum masyarakat cegah langgar
685,Evaluasi berkala terhadap kinerja kepolisian penting untuk meningkatkan profesionalisme.,netral,evaluasi kala kinerja polisi tingkat profesionalisme
686,Penyuluhan keamanan dapat membantu meningkatkan kesadaran hukum di masyarakat.,netral,suluh aman bantu tingkat sadar hukum masyarakat
687,Penguatan sistem pengawasan internal dapat meningkatkan transparansi kepolisian.,netral,kuat sistem awas internal tingkat transparansi polisi
688,Pelayanan publik yang optimal harus menjadi prioritas utama kepolisian.,netral,layan publik optimal prioritas utama polisi
689,Setiap tindakan kepolisian harus sesuai dengan kode etik dan standar prosedur yang berlaku.,netral,tindak polisi suai kode etik standar prosedur laku
690,Kepolisian yang responsif dapat membantu penyelesaian masalah hukum lebih cepat.,netral,polisi responsif bantu selesai hukum cepat
691,Kolaborasi dengan berbagai instansi dapat meningkatkan efektivitas penegakan hukum.,netral,kolaborasi instansi tingkat efektivitas tegak hukum
692,Transparansi dalam proses penanganan kasus dapat mencegah munculnya spekulasi negatif.,netral,transparansi proses tangan cegah muncul spekulasi negatif
693,Pembinaan berkelanjutan terhadap personel kepolisian diperlukan untuk menjaga profesionalisme.,netral,bina lanjut personel polisi jaga profesionalisme
694,Kepolisian harus tetap menjalankan tugasnya secara independen tanpa intervensi pihak lain.,netral,polisi jalan tugas independen tanpa intervensi
695,Pelaporan digital dapat membantu masyarakat mendapatkan akses lebih cepat terhadap layanan kepolisian.,netral,lapor digital bantu masyarakat akses cepat layan polisi
696,Pelibatan komunitas dalam menjaga keamanan dapat membantu tugas kepolisian.,netral,libat komunitas jaga aman bantu tugas polisi
697,Keamanan dan ketertiban dapat terjaga dengan sinergi antara kepolisian dan masyarakat.,netral,aman tertib jaga sinergi polisi masyarakat
698,Kepolisian memiliki tanggung jawab besar dalam menjaga stabilitas sosial dan keamanan nasional.,netral,polisi milik tanggung jaga stabilitas sosial aman nasional
699,"Kalau nggak viral, nggak bakal diurus! Gila!",anger,tidak viral tidak urus gila
700,Mau lapor malah dipingpong ke sana-sini! Ngapain ada polisi?,anger,lapor pingpong mengapa polisi
701,"Lihat polisi, bukannya tenang malah langsung emosi!",anger,lihat polisi tenang langsung emosi
702,Hukum di negeri ini cuma untuk rakyat kecil!,anger,hukum negeri rakyat
703,"Yang punya duit aman, yang nggak punya jadi korban!",anger,duit aman tidak korban
704,Mereka kerja buat rakyat atau buat bos-bosnya doang?,anger,kerja rakyat bos bos doang
705,Capek lihat drama hukum di negara ini!,anger,capek lihat drama hukum negara
706,Tiap hari ada aja berita soal polisi bermasalah!,anger,aja berita polisi masalah
707,"Kalau rakyat yang salah langsung ditindak, kalau mereka? Bebas!",anger,rakyat salah langsung tindak bebas
708,"Udah rusak sistemnya, nggak bakal bisa dipercaya lagi!",anger,udah rusak sistem tidak percaya
709,Bosan lihat mereka sok bener di depan kamera!,anger,bosan lihat sok benar kamera
710,"Nyebelin banget kalau ada kasus gede, ujung-ujungnya hilang!",anger,sebel banget gede ujung ujung hilang
711,Kenapa sih mereka nggak malu sama seragamnya sendiri?,anger,sih tidak malu ragam
712,Mending mereka belajar dulu arti kata 'adil'!,anger,mending ajar arti adil
713,"Yang korup bebas, yang jujur malah dipersulit!",anger,korup bebas jujur sulit
714,"Kalau nggak ada uang atau koneksi, jangan harap dapat keadilan!",anger,tidak uang koneksi jangan harap adil
715,"Kasus kelar bukan karena kerja keras polisi, tapi karena rakyat marah!",anger,kelar bukan kerja keras polisi rakyat marah
716,Makin nggak ada rasa hormat sama mereka!,anger,tidak hormat
717,"Heran, kerjaannya ngurusin rakyat kecil doang!",anger,heran kerja urus rakyat doang
718,Jangan sok suci kalau kelakuan masih kayak preman!,anger,jangan sok suci laku kayak preman
719,Nggak ada perubahan! Masalahnya itu-itu aja tiap tahun!,anger,tidak ubah aja
720,"Seragam bukan buat gaya-gayaan, tapi buat kerja bener!",anger,ragam bukan gaya gaya kerja benar
721,"Hukum tajam ke bawah, tumpul ke atas! Udah muak denger itu terus!",anger,hukum tajam tumpul udah muak dengar
722,Bisa nggak sih kerja pakai hati nurani?,anger,tidak sih kerja pakai hati nurani
723,"Orang bayar pajak buat gaji mereka, tapi kerjaannya bikin rakyat sengsara!",anger,orang bayar pajak gaji kerja bikin rakyat sengsara
724,Rakyat yang benar malah dianggap musuh!,anger,rakyat anggap musuh
725,"Kalau kerja cuma buat kepentingan sendiri, mending mundur aja!",anger,kerja penting mending mundur aja
726,"Kesel banget! Bukannya menangkap yang salah, malah main gertak rakyat!",anger,kesel banget tangkap salah main gertak rakyat
727,Susah banget cari polisi yang benar-benar jujur!,anger,susah banget cari polisi jujur
728,Apa susahnya kerja bener tanpa nyari untung pribadi?,anger,susah kerja benar tanpa sari untung pribadi
729,Sistemnya emang udah bobrok dari atas sampai bawah!,anger,sistem emang udah bobrok
730,Polisi macam apa yang malah lindungi kriminal?,anger,polisi lindung kriminal
731,Nggak malu sama sumpah jabatan sendiri?,anger,tidak malu sumpah jabat
732,"Janji tinggal janji, prakteknya nol besar!",anger,janji tinggal janji praktek nol
733,"Kalau nggak ada rakyat, kalian bukan siapa-siapa! Jangan sok berkuasa!",anger,tidak rakyat bukan jangan sok kuasa
734,Udah bosen denger alasan klasik mereka!,anger,udah bosan dengar alas klasik
735,Gaji gede tapi kelakuan nggak ada yang bisa dibanggain!,anger,gaji gede laku tidak bangga
736,"Mau percaya, tapi tiap hari selalu ada kasus baru!",anger,percaya
737,"Kalau udah ketahuan salah, ngelesnya lebih jago dari atlet lari!",anger,udah tahu salah les jago atlet lari
738,Buat apa punya polisi kalau rakyat tetap harus berjuang sendiri?,anger,polisi rakyat juang
739,Bener-bener bikin naik darah kalau denger kasus baru tiap hari!,anger,benar bikin darah dengar
740,"Harusnya mereka jaga nama baik institusi, bukan malah bikin malu!",anger,jaga nama institusi bukan bikin malu
741,"Seragam mereka harusnya jadi simbol keadilan, bukan simbol ketakutan!",anger,ragam simbol adil bukan simbol takut
742,Nggak ada yang berubah! Tiap tahun sama aja bobroknya!,anger,tidak ubah aja bobrok
743,Rakyat udah muak dipermainkan kayak begini terus!,anger,rakyat udah muak main kayak
744,"Seriusan, kerja kalian tuh buat rakyat, bukan buat nyari untung sendiri!",anger,serius kerja itu rakyat bukan sari untung
745,"Kalau nggak bisa kasih keadilan, ya mundur aja! Jangan sok berkuasa!",anger,tidak kasih adil iya mundur aja jangan sok kuasa
746,Kenapa sih selalu ada alasan kalau disuruh kerja bener? Bukannya itu tugas kalian?,anger,sih alas suruh kerja benar tugas
747,"Udah tau salah, masih aja sok bener! Gimana rakyat mau percaya?",anger,udah tau salah aja sok benar gimana rakyat percaya
748,Mereka kerja buat siapa sih? Kok yang benar malah ditekan?,anger,kerja sih dite
749,"Jangan heran kalau rakyat kehilangan kepercayaan, kelakuan kalian sendiri yang bikin!",anger,jangan heran rakyat hilang percaya laku bikin
750,"Hukum di negeri ini lebih mirip dagangan, siapa yang bayar lebih, dia yang menang!",anger,hukum negeri dagang bayar menang
751,"Kalau ada kasus besar, pasti ada aja yang tiba-tiba ?ilang jejak? udah capek liat dramanya!",anger,aja ilang jejak udah capek liat drama
752,"Jangan cuma garang kalau ngurusin rakyat kecil, berani nggak lawan yang di atas?",anger,jangan garang urus rakyat berani tidak lawan
753,"Bukan cuma sekali dua kali, tapi tiap hari ada aja kasus yang bikin naik darah!",anger,bukan kali aja bikin darah
754,"Kenapa kalau rakyat yang salah langsung dihukum, tapi kalau oknum polisi yang salah malah dilindungi?",anger,rakyat salah langsung hukum oknum polisi salah lindung
755,"Lapor kehilangan malah dipersulit, padahal itu kerjaan mereka!",anger,lapor hilang sulit kerja
756,"Aneh, kalau ada orang kaya yang kena kasus, tiba-tiba hukum bisa lunak banget!",anger,aneh orang kaya kena hukum lunak banget
757,"Mereka sok paling benar, tapi kerjaannya malah banyak merugikan rakyat!",anger,sok kerja rugi rakyat
758,"Setiap ada kasus besar, rakyat selalu dibiarkan menunggu keadilan yang nggak pernah datang!",anger,rakyat biar tunggu adil tidak
759,"Kerja kalian tuh harusnya ngelindungin rakyat, bukan malah nambahin masalah!",anger,kerja itu lindung rakyat bukan tambah
760,"Jangan mentang-mentang berseragam, jadi merasa bisa ngatur segalanya seenaknya!",anger,jangan mentang seragam atur
761,"Dulu percaya sama hukum, sekarang cuma bisa pasrah karena sistemnya udah rusak!",anger,percaya hukum pasrah sistem udah rusak
762,Percuma ada hukum kalau ujung-ujungnya bisa dibeli sama yang punya duit!,anger,hukum ujung ujung beli duit
763,"Bukannya bantu rakyat, malah bikin ribet setiap ada masalah!",anger,bantu rakyat bikin ribat
764,"Mereka seharusnya jadi harapan, tapi justru bikin ketakutan!",anger,harap bikin takut
765,Lihat berita soal mereka tiap hari bikin makin hilang harapan sama keadilan!,anger,lihat berita bikin hilang harap adil
766,"Beneran deh, kalau nggak viral dulu, polisi nggak bakal peduli sama kasus rakyat kecil!",anger,benar deh tidak viral polisi tidak peduli rakyat
767,"Sumpah jabatan mereka cuma formalitas doang, buktinya kelakuan tetap seenaknya!",anger,sumpah jabat formalitas doang bukti laku
768,"Harusnya yang berseragam itu bikin tenang, bukan malah bikin curiga!",anger,seragam bikin tenang bukan bikin curiga
769,"Seragam bukan buat gaya-gayaan, tapi buat benerin sistem hukum yang udah bobrok ini!",anger,ragam bukan gaya gaya benar sistem hukum udah bobrok
770,"Paling jago kalau urusan ngasih alasan, tapi kalau kerja bener malah nggak kelihatan!",anger,jago urus asih alas kerja benar tidak
771,"Setiap ada kasus gede, ujung-ujungnya rakyat disuruh ?abar? tapi nggak ada hasilnya!",anger,gede ujung ujung rakyat suruh abar tidak hasil
772,"Banyak yang berbuat salah, tapi hanya beberapa yang kena hukuman! Keadilan apa ini?",anger,buat salah kena hukum adil
773,"Kalau kasusnya melibatkan pejabat, pasti deh tiba-tiba jadi lambat prosesnya!",anger,kasus libat jabat deh lambat proses
774,"Sumpah, heran banget! Gimana sih bisa mereka tetap santai setelah bikin rakyat sengsara?",anger,sumpah heran banget gimana sih santai bikin rakyat sengsara
775,"Kalau rakyat melawan, dibilang melanggar hukum. Kalau mereka yang melanggar, cuma dikasih sanksi ringan!",anger,rakyat lawan bilang langgar hukum langgar kasih sanksi ringan
776,"Bilangnya mau reformasi, tapi nyatanya masih bobrok juga!",anger,bilang reformasi bobrok
777,"Kalau lapor kasus malah disuruh ?amai?aja, jadi buat apa ada polisi?",anger,lapor suruh amai aja polisi
778,"Kenapa setiap ada kasus, pasti ada drama ?ilangnya barang bukti?atau ?ersangka kabur?",anger,drama ilangnya barang bukti ersangka kabur
779,Susah percaya sama sistem hukum kalau yang jalankan aja nggak bisa bersikap adil!,anger,susah percaya sistem hukum jalan aja tidak sikap adil
780,"Makin lama, makin kelihatan kalau hukum di negeri ini cuma buat mereka yang berduit!",anger,hukum negeri duit
781,Apa mereka nggak malu tiap hari ada berita buruk tentang kepolisian?,anger,tidak malu berita buruk polisi
782,Sebenarnya tugas mereka apa sih? Karena yang mereka lakukan nggak sesuai sama yang diharapkan rakyat!,anger,tugas sih laku tidak suai harap rakyat
783,"Lihat seragam mereka sekarang malah bikin marah, bukan bangga!",anger,lihat ragam bikin marah bukan bangga
784,"Setiap ada rakyat yang cari keadilan, malah mereka yang ditekan! Gila sih ini!",anger,rakyat cari adil dite gila sih
785,"Kalau mau dihormati, kerja yang bener! Jangan cuma modal seragam!",anger,hormat kerja benar jangan modal ragam
786,"Gaji dari pajak rakyat, tapi malah ngerugiin rakyat! Ironis banget!",anger,gaji pajak rakyat rugi rakyat ironis banget
